dt=0.010000 dtacc=0.020000 dtmag=0.100000 racc=0.100000 rmag=0.500000 qbg=0.000100
q0 q1 q2 q3 gbx gby gbz roll pitch yaw
-0.000213 0.006861 -0.002685 0.000289 0.002141 -0.000096
-0.000313 0.006796 -0.002700 0.000289 0.002142 -0.000096
-0.000416 0.006742 -0.002714 0.000289 0.002142 -0.000096
-0.000515 0.006677 -0.002729 0.000288 0.002144 -0.000096
-0.000618 0.006624 -0.002744 0.000288 0.002144 -0.000096
-0.000543 0.006699 -0.002760 0.000288 0.002144 -0.000096
-0.000472 0.006776 -0.002776 0.000288 0.002144 -0.000096
-0.000398 0.006856 -0.002818 0.000287 0.002144 -0.000095
-0.000326 0.006934 -0.002835 0.000287 0.002144 -0.000095
-0.000253 0.007007 -0.002851 0.000287 0.002144 -0.000095
-0.000182 0.007085 -0.002867 0.000287 0.002144 -0.000095
-0.000109 0.007158 -0.002884 0.000287 0.002145 -0.000095
-0.000038 0.007236 -0.002900 0.000287 0.002145 -0.000095
0.000034 0.007307 -0.002916 0.000287 0.002146 -0.000095
0.000105 0.007385 -0.002933 0.000287 0.002146 -0.000095
0.000078 0.007311 -0.002949 0.000287 0.002148 -0.000095
0.000053 0.007251 -0.002966 0.000287 0.002148 -0.000095
0.000027 0.007184 -0.002994 0.000287 0.002149 -0.000095
0.000002 0.007124 -0.003011 0.000287 0.002149 -0.000095
-0.000025 0.007052 -0.003027 0.000287 0.002150 -0.000095
-0.000050 0.006992 -0.003044 0.000287 0.002150 -0.000095
-0.000063 0.006903 -0.003059 0.000287 0.002151 -0.000095
-0.000077 0.006817 -0.003074 0.000287 0.002151 -0.000095
-0.000048 0.006848 -0.003087 0.000287 0.002152 -0.000095
-0.000009 0.006841 -0.003020 0.000287 0.002152 -0.000095
-0.000004 0.006829 -0.003049 0.000286 0.002153 -0.000095
-0.000005 0.006828 -0.003078 0.000286 0.002153 -0.000095
-0.000044 0.006795 -0.003124 0.000285 0.002154 -0.000095
-0.000092 0.006767 -0.003164 0.000285 0.002154 -0.000095
-0.000174 0.006792 -0.003117 0.000284 0.002156 -0.000095
-0.000262 0.006833 -0.003070 0.000284 0.002156 -0.000095
-0.000210 0.006795 -0.003166 0.000282 0.002157 -0.000095
-0.000167 0.006763 -0.003262 0.000282 0.002157 -0.000095
-0.000131 0.006732 -0.003269 0.000282 0.002158 -0.000095
-0.000097 0.006713 -0.003275 0.000282 0.002158 -0.000095
-0.000037 0.006748 -0.003303 0.000281 0.002160 -0.000095
0.000018 0.006797 -0.003330 0.000281 0.002160 -0.000095
0.000001 0.006795 -0.003353 0.000281 0.002160 -0.000095
0.000022 0.006832 -0.003346 0.000281 0.002160 -0.000095
0.000036 0.006851 -0.003340 0.000282 0.002163 -0.000095
0.000049 0.006772 -0.003286 0.000282 0.002163 -0.000095
-0.000031 0.006795 -0.003314 0.000282 0.002163 -0.000095
-0.000111 0.006824 -0.003341 0.000282 0.002163 -0.000095
-0.000190 0.006834 -0.003382 0.000282 0.002163 -0.000095
-0.000192 0.006875 -0.003462 0.000282 0.002163 -0.000095
-0.000194 0.006847 -0.003442 0.000282 0.002164 -0.000095
-0.000194 0.006827 -0.003422 0.000282 0.002164 -0.000095
-0.000247 0.006836 -0.003430 0.000282 0.002165 -0.000094
-0.000297 0.006848 -0.003414 0.000282 0.002165 -0.000094
-0.000292 0.006884 -0.003421 0.000283 0.002165 -0.000094
-0.000288 0.006940 -0.003538 0.000283 0.002165 -0.000094
-0.000194 0.006995 -0.003536 0.000282 0.002167 -0.000094
-0.000106 0.007061 -0.003534 0.000282 0.002167 -0.000094
-0.000042 0.007090 -0.003524 0.000282 0.002168 -0.000094
0.000023 0.007132 -0.003515 0.000282 0.002168 -0.000094
0.000022 0.007083 -0.003556 0.000282 0.002170 -0.000094
0.000010 0.007109 -0.003537 0.000282 0.002170 -0.000094
-0.000004 0.007126 -0.003516 0.000282 0.002171 -0.000094
-0.000098 0.007146 -0.003492 0.000282 0.002171 -0.000094
-0.000164 0.007191 -0.003456 0.000281 0.002171 -0.000094
-0.000175 0.007166 -0.003513 0.000281 0.002171 -0.000094
-0.000187 0.007130 -0.003570 0.000281 0.002172 -0.000094
-0.000221 0.007108 -0.003577 0.000281 0.002172 -0.000094
-0.000212 0.007052 -0.003551 0.000281 0.002174 -0.000094
-0.000207 0.007007 -0.003525 0.000281 0.002174 -0.000094
-0.000180 0.006981 -0.003428 0.000281 0.002175 -0.000094
-0.000149 0.006963 -0.003330 0.000281 0.002175 -0.000094
-0.000073 0.006957 -0.003331 0.000280 0.002177 -0.000094
-0.000003 0.006964 -0.003317 0.000280 0.002177 -0.000094
0.000001 0.006857 -0.003315 0.000280 0.002179 -0.000094
0.000010 0.006900 -0.003289 0.000280 0.002179 -0.000094
-0.000008 0.006859 -0.003402 0.000279 0.002179 -0.000094
-0.000061 0.006884 -0.003453 0.000279 0.002179 -0.000094
-0.000085 0.006947 -0.003428 0.000280 0.002180 -0.000094
-0.000123 0.007019 -0.003427 0.000280 0.002180 -0.000094
-0.000194 0.006952 -0.003481 0.000279 0.002182 -0.000094
-0.000269 0.006900 -0.003535 0.000279 0.002182 -0.000094
-0.000245 0.006858 -0.003552 0.000279 0.002182 -0.000093
-0.000221 0.006819 -0.003541 0.000279 0.002182 -0.000093
-0.000193 0.006712 -0.003563 0.000279 0.002184 -0.000093
-0.000250 0.006727 -0.003599 0.000279 0.002184 -0.000093
-0.000309 0.006742 -0.003636 0.000279 0.002184 -0.000093
-0.000300 0.006722 -0.003591 0.000279 0.002184 -0.000093
-0.000293 0.006692 -0.003546 0.000279 0.002185 -0.000093
-0.000280 0.006640 -0.003510 0.000279 0.002185 -0.000093
-0.000269 0.006577 -0.003474 0.000280 0.002187 -0.000093
-0.000231 0.006610 -0.003547 0.000280 0.002187 -0.000093
-0.000193 0.006642 -0.003675 0.000280 0.002187 -0.000092
-0.000168 0.006587 -0.003751 0.000280 0.002187 -0.000092
-0.000137 0.006527 -0.003828 0.000279 0.002188 -0.000092
-0.000057 0.006621 -0.003802 0.000279 0.002188 -0.000092
-0.000161 0.006562 -0.003788 0.000279 0.002189 -0.000092
-0.000267 0.006510 -0.003774 0.000279 0.002189 -0.000092
-0.000183 0.006482 -0.003697 0.000278 0.002191 -0.000092
-0.000200 0.006551 -0.003758 0.000278 0.002191 -0.000092
-0.000146 0.006506 -0.003748 0.000277 0.002191 -0.000092
-0.000098 0.006467 -0.003737 0.000277 0.002191 -0.000092
-0.000061 0.006497 -0.003776 0.000277 0.002191 -0.000092
-0.000025 0.006525 -0.003785 0.000277 0.002191 -0.000092
-0.000080 0.006569 -0.003741 0.000278 0.002192 -0.000092
-0.000041 0.006547 -0.003729 0.000278 0.002192 -0.000092
0.000019 0.006603 -0.003773 0.000277 0.002193 -0.000092
0.000073 0.006664 -0.003817 0.000277 0.002193 -0.000092
0.000116 0.006655 -0.003743 0.000277 0.002194 -0.000092
0.000125 0.006724 -0.003713 0.000277 0.002194 -0.000092
0.000158 0.006769 -0.003761 0.000278 0.002195 -0.000092
0.000198 0.006824 -0.003810 0.000278 0.002195 -0.000092
0.000251 0.006851 -0.003873 0.000278 0.002196 -0.000091
0.000309 0.006882 -0.003900 0.000278 0.002196 -0.000091
0.000414 0.006863 -0.003922 0.000279 0.002197 -0.000091
0.000474 0.006851 -0.003880 0.000279 0.002197 -0.000091
0.000535 0.006834 -0.003838 0.000278 0.002198 -0.000091
0.000632 0.006793 -0.003926 0.000278 0.002198 -0.000091
0.000574 0.006740 -0.003878 0.000279 0.002201 -0.000091
0.000518 0.006706 -0.003830 0.000279 0.002201 -0.000091
0.000493 0.006668 -0.003775 0.000279 0.002203 -0.000091
0.000511 0.006742 -0.003821 0.000279 0.002203 -0.000091
0.000455 0.006766 -0.003793 0.000279 0.002204 -0.000090
0.000401 0.006797 -0.003723 0.000279 0.002204 -0.000090
0.000317 0.006853 -0.003722 0.000280 0.002205 -0.000090
0.000330 0.006856 -0.003685 0.000280 0.002205 -0.000090
0.000415 0.006902 -0.003653 0.000280 0.002207 -0.000090
0.000481 0.006866 -0.003639 0.000280 0.002207 -0.000090
0.000462 0.006900 -0.003610 0.000280 0.002209 -0.000090
0.000447 0.006945 -0.003582 0.000280 0.002209 -0.000090
0.000470 0.006906 -0.003585 0.000280 0.002210 -0.000090
0.000493 0.006876 -0.003589 0.000280 0.002210 -0.000090
0.000493 0.006889 -0.003653 0.000280 0.002211 -0.000090
0.000492 0.006906 -0.003690 0.000280 0.002211 -0.000090
0.000409 0.006902 -0.003655 0.000280 0.002213 -0.000090
0.000375 0.006814 -0.003719 0.000280 0.002213 -0.000090
0.000474 0.006822 -0.003656 0.000281 0.002214 -0.000090
0.000576 0.006837 -0.003593 0.000281 0.002214 -0.000090
0.000622 0.006768 -0.003550 0.000281 0.002216 -0.000090
0.000674 0.006728 -0.003562 0.000281 0.002216 -0.000090
0.000725 0.006679 -0.003573 0.000281 0.002217 -0.000090
0.000601 0.006699 -0.003640 0.000281 0.002217 -0.000090
0.000678 0.006753 -0.003677 0.000281 0.002218 -0.000089
0.000713 0.006715 -0.003743 0.000281 0.002218 -0.000089
0.000745 0.006668 -0.003809 0.000281 0.002219 -0.000089
0.000732 0.006583 -0.003782 0.000281 0.002219 -0.000089
0.000612 0.006531 -0.003827 0.000281 0.002221 -0.000089
0.000489 0.006488 -0.003871 0.000281 0.002221 -0.000089
0.000425 0.006592 -0.003881 0.000280 0.002222 -0.000089
0.000406 0.006517 -0.003925 0.000280 0.002222 -0.000089
0.000451 0.006624 -0.003955 0.000280 0.002222 -0.000089
0.000494 0.006732 -0.003984 0.000280 0.002222 -0.000089
0.000454 0.006667 -0.003941 0.000280 0.002223 -0.000089
0.000415 0.006608 -0.003869 0.000280 0.002223 -0.000089
0.000356 0.006607 -0.003898 0.000281 0.002223 -0.000089
0.000348 0.006607 -0.003814 0.000281 0.002223 -0.000089
0.000402 0.006559 -0.003816 0.000281 0.002225 -0.000089
0.000456 0.006519 -0.003819 0.000281 0.002225 -0.000089
0.000445 0.006578 -0.003841 0.000281 0.002225 -0.000089
0.000384 0.006585 -0.003831 0.000281 0.002225 -0.000089
0.000406 0.006548 -0.003878 0.000282 0.002226 -0.000089
0.000428 0.006517 -0.003925 0.000282 0.002226 -0.000089
0.000485 0.006554 -0.003940 0.000281 0.002226 -0.000089
0.000538 0.006591 -0.003938 0.000281 0.002226 -0.000089
0.000519 0.006524 -0.003904 0.000282 0.002226 -0.000089
0.000535 0.006509 -0.003893 0.000282 0.002226 -0.000089
0.000550 0.006490 -0.003882 0.000282 0.002227 -0.000089
0.000628 0.006420 -0.003935 0.000282 0.002227 -0.000089
0.000696 0.006337 -0.003988 0.000283 0.002229 -0.000089
0.000736 0.006310 -0.003987 0.000283 0.002229 -0.000089
0.000776 0.006287 -0.003986 0.000283 0.002228 -0.000089
0.000717 0.006328 -0.003998 0.000283 0.002228 -0.000089
0.000631 0.006338 -0.003973 0.000284 0.002228 -0.000089
0.000622 0.006357 -0.003930 0.000284 0.002228 -0.000089
0.000610 0.006373 -0.003887 0.000284 0.002228 -0.000089
0.000517 0.006402 -0.003897 0.000284 0.002228 -0.000089
0.000443 0.006412 -0.003917 0.000284 0.002228 -0.000089
0.000371 0.006418 -0.003938 0.000284 0.002228 -0.000089
0.000342 0.006416 -0.003948 0.000284 0.002228 -0.000089
0.000311 0.006405 -0.003875 0.000284 0.002228 -0.000089
0.000325 0.006389 -0.003919 0.000285 0.002228 -0.000089
0.000343 0.006376 -0.003963 0.000285 0.002228 -0.000089
0.000346 0.006375 -0.003988 0.000286 0.002228 -0.000088
0.000356 0.006372 -0.003984 0.000286 0.002228 -0.000088
0.000375 0.006359 -0.003879 0.000286 0.002228 -0.000088
0.000289 0.006332 -0.003923 0.000286 0.002228 -0.000088
0.000211 0.006301 -0.003967 0.000285 0.002229 -0.000088
0.000312 0.006277 -0.004016 0.000285 0.002229 -0.000088
0.000376 0.006199 -0.003961 0.000285 0.002229 -0.000088
0.000274 0.006200 -0.003995 0.000285 0.002229 -0.000088
0.000300 0.006245 -0.004015 0.000285 0.002230 -0.000088
0.000331 0.006294 -0.004034 0.000285 0.002230 -0.000088
0.000304 0.006345 -0.003997 0.000285 0.002229 -0.000087
0.000279 0.006328 -0.003958 0.000285 0.002229 -0.000087
0.000260 0.006305 -0.003920 0.000284 0.002230 -0.000087
0.000220 0.006341 -0.003902 0.000284 0.002230 -0.000087
0.000144 0.006345 -0.003826 0.000284 0.002230 -0.000087
0.000116 0.006225 -0.003772 0.000284 0.002230 -0.000087
0.000030 0.006166 -0.003790 0.000286 0.002230 -0.000087
0.000075 0.006199 -0.003713 0.000286 0.002230 -0.000087
0.000131 0.006182 -0.003791 0.000285 0.002231 -0.000087
0.000184 0.006171 -0.003869 0.000285 0.002231 -0.000087
0.000163 0.006109 -0.003859 0.000285 0.002232 -0.000086
0.000141 0.006048 -0.003810 0.000285 0.002232 -0.000086
0.000071 0.006146 -0.003767 0.000285 0.002232 -0.000086
0.000052 0.006128 -0.003762 0.000285 0.002232 -0.000086
0.000057 0.006149 -0.003842 0.000286 0.002232 -0.000086
0.000059 0.006154 -0.003838 0.000286 0.002232 -0.000086
-0.000009 0.006153 -0.003869 0.000286 0.002232 -0.000086
-0.000059 0.006203 -0.003886 0.000286 0.002232 -0.000086
0.000008 0.006242 -0.003976 0.000286 0.002234 -0.000086
0.000076 0.006290 -0.004066 0.000286 0.002234 -0.000086
0.000180 0.006180 -0.004094 0.000286 0.002233 -0.000086
0.000281 0.006069 -0.004077 0.000286 0.002233 -0.000086
0.000362 0.006028 -0.004076 0.000285 0.002233 -0.000086
0.000358 0.006023 -0.004010 0.000285 0.002233 -0.000086
0.000352 0.006012 -0.003944 0.000285 0.002234 -0.000086
0.000325 0.005975 -0.003844 0.000285 0.002234 -0.000086
0.000246 0.005964 -0.003869 0.000286 0.002234 -0.000086
0.000172 0.005954 -0.003894 0.000286 0.002234 -0.000086
0.000154 0.005923 -0.003878 0.000286 0.002236 -0.000086
0.000161 0.005951 -0.003774 0.000286 0.002236 -0.000086
0.000174 0.005977 -0.003706 0.000285 0.002236 -0.000085
0.000151 0.005916 -0.003659 0.000285 0.002236 -0.000085
0.000131 0.005856 -0.003612 0.000285 0.002236 -0.000085
0.000159 0.005823 -0.003597 0.000285 0.002236 -0.000085
0.000203 0.005795 -0.003572 0.000285 0.002236 -0.000085
0.000276 0.005782 -0.003564 0.000285 0.002236 -0.000085
0.000300 0.005749 -0.003535 0.000286 0.002236 -0.000085
0.000327 0.005715 -0.003506 0.000286 0.002236 -0.000085
0.000350 0.005682 -0.003477 0.000286 0.002236 -0.000085
0.000389 0.005659 -0.003461 0.000286 0.002236 -0.000085
0.000427 0.005647 -0.003692 0.000286 0.002235 -0.000080
0.000405 0.005539 -0.003703 0.000286 0.002235 -0.000080
0.000488 0.005557 -0.003736 0.000288 0.002234 -0.000080
0.000585 0.005570 -0.003770 0.000288 0.002234 -0.000080
0.000509 0.005644 -0.003809 0.000288 0.002234 -0.000080
0.000430 0.005716 -0.003847 0.000288 0.002234 -0.000080
0.000486 0.005667 -0.003790 0.000288 0.002234 -0.000080
0.000430 0.005664 -0.003821 0.000288 0.002234 -0.000080
0.000545 0.005697 -0.003872 0.000287 0.002234 -0.000080
0.000660 0.005728 -0.003922 0.000287 0.002234 -0.000080
0.000716 0.005692 -0.003927 0.000287 0.002233 -0.000080
0.000763 0.005689 -0.003893 0.000287 0.002233 -0.000080
0.000805 0.005685 -0.003859 0.000287 0.002233 -0.000080
0.000839 0.005693 -0.003843 0.000287 0.002233 -0.000080
0.000755 0.005702 -0.003782 0.000288 0.002233 -0.000080
0.000678 0.005713 -0.003722 0.000288 0.002233 -0.000080
0.000586 0.005715 -0.003667 0.000288 0.002234 -0.000080
0.000554 0.005738 -0.003610 0.000288 0.002234 -0.000080
0.000499 0.005797 -0.003626 0.000289 0.002234 -0.000080
0.000444 0.005855 -0.003643 0.000289 0.002234 -0.000080
0.000503 0.005890 -0.003692 0.000289 0.002233 -0.000080
0.000562 0.005919 -0.003731 0.000289 0.002233 -0.000080
0.000597 0.005917 -0.003787 0.000289 0.002234 -0.000080
0.000617 0.005968 -0.003822 0.000289 0.002234 -0.000080
0.000712 0.005988 -0.003835 0.000288 0.002234 -0.000080
0.000763 0.006023 -0.003770 0.000288 0.002234 -0.000080
0.000743 0.006010 -0.003743 0.000289 0.002234 -0.000080
0.000731 0.005996 -0.003716 0.000289 0.002234 -0.000080
0.000741 0.006046 -0.003797 0.000290 0.002233 -0.000080
0.000724 0.005964 -0.003871 0.000290 0.002233 -0.000080
0.000713 0.005882 -0.003963 0.000289 0.002233 -0.000080
0.000635 0.005953 -0.003918 0.000289 0.002233 -0.000080
0.000721 0.005935 -0.003880 0.000290 0.002233 -0.000080
0.000791 0.005978 -0.003863 0.000290 0.002233 -0.000080
0.000860 0.006017 -0.003846 0.000290 0.002233 -0.000080
0.000846 0.005981 -0.003913 0.000290 0.002233 -0.000080
0.000829 0.005944 -0.003981 0.000290 0.002233 -0.000080
0.000898 0.005974 -0.003936 0.000290 0.002233 -0.000080
0.000958 0.006001 -0.003891 0.000291 0.002234 -0.000080
0.000976 0.005965 -0.003897 0.000291 0.002234 -0.000080
0.001020 0.005958 -0.003822 0.000291 0.002234 -0.000079
0.000992 0.005954 -0.003873 0.000291 0.002234 -0.000079
0.000960 0.005938 -0.003924 0.000292 0.002235 -0.000079
0.001006 0.005932 -0.003994 0.000292 0.002235 -0.000079
0.000972 0.005952 -0.003913 0.000291 0.002236 -0.000079
0.000933 0.005977 -0.003832 0.000291 0.002236 -0.000079
0.000910 0.005962 -0.003794 0.000291 0.002236 -0.000079
0.000908 0.005925 -0.003805 0.000291 0.002236 -0.000079
0.000905 0.005883 -0.003816 0.000292 0.002237 -0.000079
0.000971 0.005867 -0.003869 0.000292 0.002237 -0.000079
0.000962 0.005865 -0.003880 0.000292 0.002237 -0.000079
0.001008 0.005824 -0.003896 0.000292 0.002237 -0.000079
0.000956 0.005881 -0.003853 0.000293 0.002237 -0.000079
0.000994 0.005886 -0.003860 0.000293 0.002237 -0.000079
0.000944 0.005858 -0.003858 0.000293 0.002238 -0.000079
0.000897 0.005832 -0.003857 0.000293 0.002238 -0.000079
0.000880 0.005901 -0.003920 0.000294 0.002238 -0.000079
0.000869 0.005971 -0.003984 0.000294 0.002238 -0.000079
0.000926 0.006001 -0.003952 0.000295 0.002238 -0.000079
0.000946 0.005957 -0.003936 0.000295 0.002238 -0.000079
0.000970 0.005944 -0.004052 0.000295 0.002238 -0.000078
0.000997 0.005929 -0.004129 0.000295 0.002238 -0.000078
0.001064 0.005941 -0.004127 0.000296 0.002239 -0.000078
0.001019 0.005942 -0.004112 0.000296 0.002239 -0.000078
0.001089 0.005922 -0.004048 0.000296 0.002239 -0.000078
0.001157 0.005906 -0.003984 0.000296 0.002239 -0.000078
0.001049 0.005941 -0.003984 0.000297 0.002240 -0.000078
0.000947 0.005978 -0.003984 0.000297 0.002240 -0.000078
0.000941 0.005981 -0.003920 0.000296 0.002239 -0.000078
0.000932 0.005979 -0.003856 0.000296 0.002239 -0.000078
0.000863 0.006031 -0.003929 0.000296 0.002239 -0.000078
0.000793 0.006083 -0.003985 0.000296 0.002239 -0.000078
0.000789 0.006054 -0.003981 0.000296 0.002239 -0.000078
0.000755 0.006023 -0.004037 0.000296 0.002239 -0.000078
0.000784 0.006030 -0.004049 0.000297 0.002239 -0.000078
0.000817 0.006035 -0.004060 0.000297 0.002239 -0.000078
0.000755 0.006109 -0.004107 0.000297 0.002238 -0.000078
0.000692 0.006132 -0.004140 0.000297 0.002238 -0.000078
0.000639 0.006100 -0.004117 0.000298 0.002238 -0.000078
0.000592 0.006069 -0.004094 0.000298 0.002238 -0.000078
0.000629 0.006097 -0.004005 0.000299 0.002238 -0.000078
0.000603 0.006066 -0.003995 0.000299 0.002238 -0.000078
0.000571 0.006036 -0.003986 0.000299 0.002238 -0.000078
0.000526 0.006017 -0.003945 0.000299 0.002238 -0.000078
0.000485 0.005999 -0.003904 0.000299 0.002237 -0.000078
0.000484 0.006020 -0.003968 0.000299 0.002237 -0.000078
0.000517 0.006011 -0.003957 0.000299 0.002237 -0.000078
0.000549 0.006002 -0.003947 0.000299 0.002237 -0.000078
0.000574 0.006060 -0.003922 0.000299 0.002237 -0.000078
0.000612 0.006037 -0.003959 0.000299 0.002237 -0.000078
0.000646 0.006013 -0.004025 0.000299 0.002238 -0.000077
0.000674 0.006021 -0.004084 0.000299 0.002238 -0.000077
0.000780 0.006038 -0.004102 0.000300 0.002238 -0.000077
0.000779 0.006099 -0.004180 0.000300 0.002238 -0.000077
0.000721 0.006075 -0.004077 0.000300 0.002239 -0.000077
0.000661 0.006056 -0.003973 0.000300 0.002239 -0.000077
0.000715 0.006106 -0.003951 0.000300 0.002239 -0.000077
0.000627 0.006119 -0.003971 0.000300 0.002239 -0.000077
0.000550 0.006181 -0.003930 0.000301 0.002239 -0.000077
0.000582 0.006201 -0.003962 0.000301 0.002239 -0.000077
0.000535 0.006187 -0.003989 0.000301 0.002241 -0.000077
0.000503 0.006179 -0.003920 0.000301 0.002241 -0.000077
0.000470 0.006167 -0.003851 0.000301 0.002241 -0.000077
0.000454 0.006207 -0.003813 0.000301 0.002241 -0.000077
0.000436 0.006239 -0.003775 0.000301 0.002242 -0.000077
0.000545 0.006255 -0.003780 0.000301 0.002242 -0.000077
0.000643 0.006214 -0.003745 0.000301 0.002243 -0.000077
0.000741 0.006177 -0.003710 0.000301 0.002243 -0.000077
0.000772 0.006201 -0.003692 0.000302 0.002243 -0.000077
0.000714 0.006236 -0.003697 0.000302 0.002243 -0.000077
0.000728 0.006298 -0.003648 0.000302 0.002243 -0.000077
0.000893 0.006298 -0.003626 0.000302 0.002243 -0.000077
0.000835 0.006271 -0.003628 0.000303 0.002243 -0.000077
0.000818 0.006244 -0.003583 0.000303 0.002243 -0.000077
0.000807 0.006256 -0.003567 0.000304 0.002244 -0.000077
0.000801 0.006275 -0.003551 0.000304 0.002244 -0.000077
0.000842 0.006216 -0.003522 0.000304 0.002245 -0.000077
0.000847 0.006266 -0.003533 0.000304 0.002245 -0.000077
0.000934 0.006252 -0.003481 0.000304 0.002245 -0.000077
0.001027 0.006240 -0.003428 0.000304 0.002245 -0.000077
0.001040 0.006297 -0.003443 0.000305 0.002245 -0.000076
0.001060 0.006353 -0.003439 0.000305 0.002245 -0.000076
0.001156 0.006388 -0.003537 0.000306 0.002246 -0.000076
0.001255 0.006425 -0.003636 0.000306 0.002246 -0.000076
0.001220 0.006426 -0.003607 0.000306 0.002246 -0.000076
0.001190 0.006430 -0.003579 0.000306 0.002246 -0.000076
0.001143 0.006410 -0.003596 0.000307 0.002247 -0.000076
0.001158 0.006413 -0.003658 0.000307 0.002247 -0.000076
0.001096 0.006372 -0.003631 0.000309 0.002249 -0.000076
0.001044 0.006343 -0.003604 0.000309 0.002249 -0.000076
0.001143 0.006412 -0.003678 0.000310 0.002249 -0.000076
0.001252 0.006485 -0.003731 0.000310 0.002249 -0.000076
0.001349 0.006546 -0.003785 0.000311 0.002251 -0.000076
0.001320 0.006550 -0.003804 0.000311 0.002251 -0.000076
0.001287 0.006548 -0.003822 0.000312 0.002251 -0.000076
0.001278 0.006495 -0.003818 0.000312 0.002251 -0.000076
0.001278 0.006485 -0.003759 0.000314 0.002253 -0.000076
0.001272 0.006496 -0.003774 0.000314 0.002253 -0.000076
0.001266 0.006504 -0.003789 0.000314 0.002254 -0.000076
0.001293 0.006421 -0.003777 0.000314 0.002254 -0.000076
0.001317 0.006341 -0.003767 0.000314 0.002253 -0.000076
0.001293 0.006381 -0.003720 0.000314 0.002253 -0.000076
0.001260 0.006418 -0.003672 0.000315 0.002254 -0.000076
0.001288 0.006414 -0.003636 0.000315 0.002254 -0.000076
0.001226 0.006441 -0.003635 0.000316 0.002254 -0.000076
0.001168 0.006471 -0.003635 0.000316 0.002254 -0.000076
0.001123 0.006520 -0.003671 0.000317 0.002255 -0.000076
0.001117 0.006598 -0.003673 0.000317 0.002255 -0.000076
0.001221 0.006596 -0.003745 0.000317 0.002256 -0.000076
0.001326 0.006600 -0.003817 0.000317 0.002256 -0.000076
0.001357 0.006578 -0.003911 0.000318 0.002257 -0.000075
0.001395 0.006563 -0.003986 0.000318 0.002257 -0.000075
0.001375 0.006527 -0.003944 0.000319 0.002258 -0.000075
0.001364 0.006499 -0.003901 0.000319 0.002258 -0.000075
0.001366 0.006477 -0.003972 0.000319 0.002258 -0.000075
0.001369 0.006459 -0.004042 0.000319 0.002258 -0.000075
0.001391 0.006469 -0.003952 0.000320 0.002259 -0.000075
0.001422 0.006482 -0.003862 0.000320 0.002259 -0.000075
0.001387 0.006445 -0.003854 0.000321 0.002259 -0.000075
0.001480 0.006498 -0.003862 0.000321 0.002259 -0.000075
0.001488 0.006515 -0.003921 0.000322 0.002258 -0.000075
0.001503 0.006529 -0.003966 0.000322 0.002258 -0.000075
0.001598 0.006484 -0.003966 0.000323 0.002259 -0.000075
0.001623 0.006418 -0.003989 0.000323 0.002259 -0.000075
0.001642 0.006350 -0.004013 0.000324 0.002259 -0.000075
0.001690 0.006337 -0.004025 0.000324 0.002259 -0.000075
0.001720 0.006283 -0.004013 0.000325 0.002259 -0.000075
0.001758 0.006231 -0.004002 0.000325 0.002259 -0.000075
0.001829 0.006271 -0.003953 0.000326 0.002260 -0.000075
0.001801 0.006385 -0.003912 0.000326 0.002260 -0.000075
0.001770 0.006499 -0.003906 0.000326 0.002260 -0.000075
0.001700 0.006484 -0.003885 0.000326 0.002260 -0.000075
0.001668 0.006481 -0.003833 0.000328 0.002261 -0.000075
0.001684 0.006487 -0.003853 0.000328 0.002261 -0.000075
0.001726 0.006443 -0.003899 0.000328 0.002261 -0.000075
0.001770 0.006405 -0.003945 0.000328 0.002261 -0.000075
0.001742 0.006333 -0.003922 0.000329 0.002262 -0.000075
0.001716 0.006265 -0.003898 0.000329 0.002262 -0.000075
0.001754 0.006200 -0.003931 0.000328 0.002262 -0.000075
0.001793 0.006182 -0.003816 0.000328 0.002262 -0.000075
0.001828 0.006167 -0.003713 0.000329 0.002261 -0.000074
0.001810 0.006185 -0.003754 0.000329 0.002261 -0.000074
0.001766 0.006141 -0.003808 0.000330 0.002262 -0.000074
0.001728 0.006105 -0.003861 0.000330 0.002262 -0.000074
0.001723 0.006222 -0.003887 0.000331 0.002263 -0.000074
0.001724 0.006342 -0.003913 0.000331 0.002263 -0.000074
0.001685 0.006385 -0.003979 0.000333 0.002263 -0.000074
0.001661 0.006428 -0.004046 0.000333 0.002263 -0.000074
0.001646 0.006438 -0.004020 0.000333 0.002263 -0.000074
0.001634 0.006454 -0.003994 0.000333 0.002263 -0.000074
0.001619 0.006482 -0.003970 0.000334 0.002263 -0.000074
0.001612 0.006510 -0.003928 0.000334 0.002263 -0.000074
0.001564 0.006458 -0.003851 0.000335 0.002264 -0.000074
0.001601 0.006419 -0.003781 0.000335 0.002264 -0.000074
0.001536 0.006409 -0.003761 0.000334 0.002264 -0.000074
0.001467 0.006397 -0.003741 0.000334 0.002264 -0.000074
0.001450 0.006352 -0.003745 0.000335 0.002264 -0.000074
0.001468 0.006330 -0.003736 0.000335 0.002264 -0.000074
0.001431 0.006312 -0.003681 0.000335 0.002266 -0.000074
0.001422 0.006370 -0.003686 0.000335 0.002266 -0.000074
0.001384 0.006406 -0.003617 0.000336 0.002266 -0.000074
0.001350 0.006441 -0.003535 0.000336 0.002266 -0.000074
0.001364 0.006400 -0.003582 0.000336 0.002267 -0.000074
0.001360 0.006393 -0.003651 0.000336 0.002267 -0.000074
0.001349 0.006383 -0.003720 0.000337 0.002267 -0.000074
