index;navStatus;velBfx;velBfy;velBfz;velBfroll;velBfpitch;velBfyaw;velEfx;velEfy;velEfz;velEfroll;velEfpitch;velEfyaw;posx;posy;posz;posroll;pospitch;posyaw;groundSpeed;bearing;quality
1;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006810907;-0.023188528;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0068040835;-0.023179285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067978576;-0.023171134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0068004774;-0.023166353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0068061883;-0.02315969;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067991973;-0.023160353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067948136;-0.02313846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00678388;-0.023133896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067862836;-0.023117164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067796386;-0.023059918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067733214;-0.023048526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006762008;-0.02304064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067509897;-0.023033487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0067203543;-0.023027647;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066918246;-0.023001486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066871447;-0.023003552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066495393;-0.023039266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066426676;-0.023042163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006634588;-0.023042195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006632777;-0.023041893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006634024;-0.023041327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066257855;-0.023045177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065878956;-0.023048956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006579701;-0.023045866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00657278;-0.023043666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065700747;-0.023046482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065711895;-0.023048958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006572453;-0.023055915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065651457;-0.023066295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006557564;-0.023058502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065542227;-0.023069667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006545783;-0.023074392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006550708;-0.02307656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006571628;-0.023064282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006574627;-0.02306686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006577099;-0.023067482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006573376;-0.023069886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065884343;-0.023081759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065848413;-0.023080898;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006591289;-0.023079658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065959906;-0.023091033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
