index;navStatus;velBfx;velBfy;velBfz;velBfroll;velBfpitch;velBfyaw;velEfx;velEfy;velEfz;velEfroll;velEfpitch;velEfyaw;posx;posy;posz;posroll;pospitch;posyaw;groundSpeed;bearing;quality
1;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015746666;-0.048953492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015737228;-0.048951186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015737228;-0.048951186;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
4;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015741982;-0.048952222;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
5;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015758768;-0.04895786;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
9;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.01575749;-0.04899021;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
10;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015750503;-0.048991013;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
12;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015744606;-0.04898504;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
13;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015739176;-0.048975166;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
17;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015747419;-0.048972476;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
18;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015753303;-0.048974384;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
19;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015747488;-0.048981033;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
23;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015726112;-0.048982073;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
24;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015710259;-0.048978;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
25;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015706858;-0.048976615;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
30;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015746146;-0.048987422;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
31;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.01576345;-0.04898356;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
32;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015782062;-0.048979264;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
33;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015802223;-0.048975933;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
34;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015819123;-0.048973396;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
38;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015844526;-0.04896137;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
39;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015846038;-0.04896532;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
40;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015847702;-0.048971795;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
41;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015844448;-0.048987586;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
42;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015841868;-0.049004342;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
46;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015829898;-0.049036108;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
47;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015821772;-0.049036525;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
48;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015812125;-0.049037445;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
49;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015805088;-0.049037278;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
50;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015800415;-0.049033772;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
51;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015799947;-0.04901988;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
56;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015760228;-0.04902226;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
57;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015749412;-0.049021583;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
58;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015740685;-0.04902057;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
59;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.01573242;-0.049009368;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
60;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015725099;-0.04899867;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
61;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015717862;-0.04899484;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
65;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015720608;-0.049005426;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
66;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015709657;-0.049011666;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
69;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015702937;-0.04900012;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
70;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015708093;-0.048993234;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
71;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015710775;-0.04899197;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
73;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015719134;-0.048980005;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
75;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015725655;-0.048959915;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
76;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015735434;-0.04894963;0.0;0.0;0.0;0.0;0.01;0.0025;0.0;0.0;0.0;0.0
81;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015796872;-0.04891751;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
85;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015792636;-0.048875716;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
86;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.01579421;-0.048864335;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
87;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015795382;-0.048850738;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
88;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015796078;-0.048840005;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
89;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015785186;-0.048835892;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
92;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015766105;-0.048842188;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
93;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015763694;-0.04883849;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
97;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.01575109;-0.048847184;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
98;3;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.015756436;-0.048846424;0.0;0.0;0.0;0.0;0.0075;0.0025;0.0;0.0;0.0;0.0
99;3;0.0;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.015752427;-0.048841614;0.0;0.0;0.0;0.0;0.0075;0.0;0.0;0.0;0.0;0.0
