idSensor;source;status;sig;fix;PDOP;HDOP;VDOP;satsInUse;satsInView;latitude;longitude;altitude;trueBearing;declination;groundspeed;groundSpeedX;groundSpeedY;groundSpeedZ;initLatitude;initLongitude;initAltitude;x;y;z;timestamp;index
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794093;85
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794093;85
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794121;86
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794121;86
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794152;87
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794152;87
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794183;88
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794183;88
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794214;89
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794214;89
0;2;-1;0;1;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33794246;90
1;3;-1;0;1;0.0;0.0;0.0;0;0;7.596379E-12;-1.104008E-11;-1.3691845E-6;-0.96860445;0.0;1.4938621E-4;8.4619845E-5;-1.2310858E-4;1.3711351E-4;0.0;0.0;0.0;0.0;0.0;0.0;33794246;90
